station,date,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,resultdir,avgspeed,rel_humidity,year,month,weekday,day_name,week,BR,DZ,FG,TSRA,VCTS,HZ,RA,latitude,longitude
1,2007-06-07,81.0,62,69.0,0.0,16.0,0.0,28.84,20,23.1,52.52411723524404,2007,6,3,Thursday,23,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-07,82.0,61,68.0,0.0,17.0,0.0,28.91,19,20.7,49.07885701168567,2007,6,3,Thursday,23,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-08,69.0,53,61.0,0.0,4.0,0.0,29.18,28,13.8,56.69865033946775,2007,6,4,Friday,23,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-08,72.0,54,62.0,0.0,7.0,0.0,29.24,26,12.4,53.10837173208366,2007,6,4,Friday,23,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-09,66.0,47,57.0,0.0,1.0,0.0,29.36,33,5.0,50.28829251142169,2007,6,5,Saturday,23,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-09,68.0,49,58.0,0.0,3.0,0.0,29.42,19,4.7,50.593482533574765,2007,6,5,Saturday,23,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-10,68.0,51,59.0,0.0,3.0,0.0,29.34,17,5.6,54.504127864495324,2007,6,6,Sunday,23,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-10,71.0,50,60.0,0.0,6.0,0.0,29.39,16,5.8,47.40034340824255,2007,6,6,Sunday,23,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-11,72.0,52,61.0,0.0,7.0,0.0,29.41,11,6.9,49.346873226376786,2007,6,0,Monday,24,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-11,75.0,51,61.0,0.0,10.0,0.0,29.47,9,8.4,42.99724027685159,2007,6,0,Monday,24,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-12,73.0,50,60.0,0.0,8.0,0.0,29.44,5,8.8,44.301719909868304,2007,6,1,Tuesday,24,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-12,74.0,51,61.0,0.0,9.0,0.0,29.49,5,10.0,44.45955418733164,2007,6,1,Tuesday,24,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-13,74.0,53,62.0,0.0,9.0,0.0,29.36,5,8.6,47.86425573616915,2007,6,2,Wednesday,24,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-13,77.0,53,62.0,0.0,12.0,0.0,29.419999999999998,5,8.6,43.3134047818143,2007,6,2,Wednesday,24,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-14,77.0,55,64.0,0.0,12.0,0.0,29.3,5,6.8,46.59976904108701,2007,6,3,Thursday,24,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-14,79.0,54,63.0,0.0,14.0,0.0,29.36,7,6.4,42.06466628690835,2007,6,3,Thursday,24,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-15,77.0,56,64.0,0.0,12.0,0.0,29.28,6,4.9,48.323555445061686,2007,6,4,Friday,24,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-15,78.0,56,65.0,0.0,13.0,0.0,29.34,9,4.1,46.753933782726264,2007,6,4,Friday,24,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-16,80.0,60,67.0,0.0,15.0,0.005,29.26,28,5.8,50.55045514407901,2007,6,5,Saturday,24,0,0,0,0,0,1,1,41.995,-87.933
2,2007-06-16,80.0,61,68.0,0.0,15.0,0.005,29.33,22,6.1,52.37883886008784,2007,6,5,Saturday,24,0,0,0,0,0,1,0,41.786,-87.752
1,2007-06-17,81.0,64,70.0,0.0,16.0,0.0,29.23,11,6.3,56.348786617002865,2007,6,6,Sunday,24,0,0,0,0,0,1,0,41.995,-87.933
2,2007-06-17,81.0,65,70.0,0.0,16.0,0.16,29.28,11,6.1,58.35095409102398,2007,6,6,Sunday,24,0,0,0,0,0,1,0,41.786,-87.752
1,2007-06-18,79.0,65,70.0,0.0,14.0,0.28,29.12,20,15.1,62.29145488531655,2007,6,0,Monday,25,0,0,0,1,0,1,1,41.995,-87.933
2,2007-06-18,81.0,65,70.0,0.0,16.0,0.02,29.19,20,12.6,58.35095409102398,2007,6,0,Monday,25,0,0,0,1,0,1,1,41.786,-87.752
1,2007-06-19,73.0,55,63.0,0.0,8.0,0.58,29.26,28,11.4,53.25486941951021,2007,6,1,Tuesday,25,0,0,0,0,0,0,1,41.995,-87.933
2,2007-06-19,73.0,55,63.0,0.0,8.0,0.93,29.31,29,11.3,53.25486941951021,2007,6,1,Tuesday,25,1,0,0,0,0,0,1,41.786,-87.752
1,2007-06-20,73.0,52,61.0,0.0,8.0,0.0,29.39,27,8.8,47.7101316900667,2007,6,2,Wednesday,25,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-20,74.0,50,61.0,0.0,9.0,0.0,29.46,28,7.7,42.83847610440474,2007,6,2,Wednesday,25,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-21,69.0,51,60.0,0.0,4.0,0.01,29.36,3,10.7,52.66553670051676,2007,6,3,Thursday,25,0,0,0,0,0,0,1,41.995,-87.933
2,2007-06-21,73.0,51,61.0,0.0,8.0,0.005,29.41,2,9.6,45.978169534426016,2007,6,3,Thursday,25,0,0,0,0,0,0,1,41.786,-87.752
1,2007-06-22,69.0,50,58.0,0.0,4.0,0.005,29.33,6,8.7,50.74525322418994,2007,6,4,Friday,25,0,0,0,0,0,0,1,41.995,-87.933
2,2007-06-22,69.0,49,58.0,0.0,4.0,0.005,29.39,7,8.1,48.886809413836076,2007,6,4,Friday,25,0,0,0,0,0,0,1,41.786,-87.752
1,2007-06-23,65.0,58,61.0,0.0,0.0,0.05,29.23,12,9.0,78.06400101943115,2007,6,5,Saturday,25,1,0,0,0,0,0,1,41.995,-87.933
2,2007-06-23,65.0,60,62.0,0.0,0.0,0.34,29.28,11,8.1,83.85263561075136,2007,6,5,Saturday,25,1,0,0,0,0,0,1,41.786,-87.752
1,2007-06-24,70.0,62,65.0,0.0,5.0,0.0,29.26,9,8.0,75.76555778457863,2007,6,6,Sunday,25,1,0,0,0,0,1,0,41.995,-87.933
2,2007-06-24,70.0,62,65.0,0.0,5.0,0.0,29.33,10,6.0,75.76555778457863,2007,6,6,Sunday,25,1,0,0,0,0,1,0,41.786,-87.752
1,2007-06-25,77.0,66,70.0,0.0,12.0,0.0,29.38,14,6.8,68.88855210797114,2007,6,0,Monday,26,1,0,0,0,0,1,0,41.995,-87.933
2,2007-06-25,77.0,67,70.0,0.0,12.0,0.0,29.44,12,5.9,71.31474721045875,2007,6,0,Monday,26,1,0,0,0,0,1,0,41.786,-87.752
1,2007-06-26,81.0,69,72.0,0.0,16.0,0.16,29.39,22,7.1,66.99588614474456,2007,6,1,Tuesday,26,1,0,0,1,1,1,0,41.995,-87.933
2,2007-06-26,82.0,69,72.0,0.0,17.0,0.005,29.45,21,8.1,64.85554304825736,2007,6,1,Tuesday,26,1,0,0,0,0,1,0,41.786,-87.752
1,2007-06-27,81.0,70,72.0,0.0,16.0,0.15,29.29,24,8.8,69.32453052689705,2007,6,2,Wednesday,26,0,0,0,1,0,0,0,41.995,-87.933
2,2007-06-27,80.0,69,72.0,0.0,15.0,0.35,29.36,24,8.5,69.21632338950604,2007,6,2,Wednesday,26,1,0,0,1,0,0,1,41.786,-87.752
1,2007-06-28,66.0,55,60.0,0.0,1.0,0.0,29.41,3,12.5,67.64515672799998,2007,6,3,Thursday,26,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-28,67.0,56,61.0,0.0,2.0,0.0,29.43,2,13.3,67.76095735493925,2007,6,3,Thursday,26,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-29,63.0,55,59.0,2.0,0.0,0.0,29.41,2,8.3,75.11511158515101,2007,6,4,Friday,26,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-29,64.0,56,60.0,1.0,0.0,0.0,29.47,2,8.2,75.20952476980509,2007,6,4,Friday,26,0,0,0,0,0,0,0,41.786,-87.752
1,2007-06-30,67.0,46,56.0,0.0,2.0,0.0,29.41,3,5.8,46.77458923056282,2007,6,5,Saturday,26,0,0,0,0,0,0,0,41.995,-87.933
2,2007-06-30,68.0,49,58.0,0.0,3.0,0.0,29.46,4,6.2,50.593482533574765,2007,6,5,Saturday,26,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-01,65.0,52,58.0,0.0,0.0,0.0,29.51,4,8.6,62.74593952935719,2007,7,6,Sunday,26,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-01,69.0,51,59.0,0.0,4.0,0.0,29.56,4,9.7,52.66553670051676,2007,7,6,Sunday,26,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-02,66.0,50,58.0,0.0,1.0,0.0,29.49,14,8.1,56.27272809582941,2007,7,0,Monday,27,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-02,68.0,50,59.0,0.0,3.0,0.0,29.55,12,8.5,52.5168059327933,2007,7,0,Monday,27,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-03,72.0,57,63.0,0.0,7.0,0.4,29.31,21,7.3,59.22278149771441,2007,7,1,Tuesday,27,1,0,0,1,0,0,1,41.995,-87.933
2,2007-07-03,73.0,56,63.0,0.0,8.0,0.09,29.38,21,7.4,55.22483669058956,2007,7,1,Tuesday,27,0,0,0,1,0,0,1,41.786,-87.752
1,2007-07-04,77.0,65,69.0,0.0,12.0,0.16,29.18,27,8.2,66.53488779055795,2007,7,2,Wednesday,27,1,0,0,1,0,1,0,41.995,-87.933
2,2007-07-04,76.0,65,69.0,0.0,11.0,0.66,29.23,25,8.8,68.77823527624126,2007,7,2,Wednesday,27,0,0,0,1,0,1,1,41.786,-87.752
1,2007-07-05,80.0,60,67.0,0.0,15.0,0.0,29.24,31,8.1,50.55045514407901,2007,7,3,Thursday,27,1,0,0,0,0,1,0,41.995,-87.933
2,2007-07-05,79.0,60,67.0,0.0,14.0,0.0,29.29,33,6.9,52.23302668162005,2007,7,3,Thursday,27,1,0,0,0,0,0,0,41.786,-87.752
1,2007-07-06,76.0,57,64.0,0.0,11.0,0.0,29.32,5,5.5,51.792373781250724,2007,7,4,Friday,27,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-06,76.0,57,65.0,0.0,11.0,0.0,29.38,7,5.5,51.792373781250724,2007,7,4,Friday,27,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-07,77.0,63,69.0,0.0,12.0,0.0,29.18,22,8.6,62.03780844851864,2007,7,5,Saturday,27,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-07,78.0,62,68.0,0.0,13.0,0.0,29.24,23,8.1,57.945472202567785,2007,7,5,Saturday,27,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-08,85.0,67,72.0,0.0,20.0,0.0,29.05,24,13.1,54.97005355274149,2007,7,6,Sunday,27,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-08,84.0,67,72.0,0.0,19.0,0.0,29.12,23,12.7,56.76117171873496,2007,7,6,Sunday,27,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-09,82.0,66,70.0,0.0,17.0,0.3,29.11,24,8.8,58.485008037491745,2007,7,0,Monday,28,0,0,0,1,1,0,1,41.995,-87.933
2,2007-07-09,83.0,67,71.0,0.0,18.0,0.24,29.16,23,8.8,58.618512185982695,2007,7,0,Monday,28,0,0,0,0,0,0,1,41.786,-87.752
1,2007-07-10,79.0,67,70.0,0.0,14.0,0.43,29.06,23,10.5,66.76646652658003,2007,7,1,Tuesday,28,0,0,0,0,1,1,0,41.995,-87.933
2,2007-07-10,80.0,67,71.0,0.0,15.0,0.08,29.13,23,10.2,64.61573233833239,2007,7,1,Tuesday,28,0,0,0,1,0,1,0,41.786,-87.752
1,2007-07-11,70.0,51,59.0,0.0,5.0,0.0,29.23,30,10.9,50.89647594758282,2007,7,2,Wednesday,28,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-11,70.0,51,59.0,0.0,5.0,0.0,29.28,30,11.2,50.89647594758282,2007,7,2,Wednesday,28,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-12,71.0,51,59.0,0.0,6.0,0.0,29.22,29,11.1,49.19405001991192,2007,7,3,Thursday,28,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-12,70.0,51,60.0,0.0,5.0,0.0,29.28,28,11.4,50.89647594758282,2007,7,3,Thursday,28,0,0,0,0,1,0,0,41.786,-87.752
1,2007-07-13,68.0,52,58.0,0.0,3.0,0.0,29.26,1,5.3,56.55725628921058,2007,7,4,Friday,28,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-13,67.0,53,59.0,0.0,2.0,0.0,29.33,7,5.8,60.73555116726562,2007,7,4,Friday,28,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-14,73.0,55,62.0,0.0,8.0,0.0,29.08,26,13.2,53.25486941951021,2007,7,5,Saturday,28,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-14,74.0,55,62.0,0.0,9.0,0.0,29.14,25,13.9,51.49591157436544,2007,7,5,Saturday,28,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-15,71.0,53,61.0,0.0,6.0,0.0,29.19,29,4.9,52.96131807641683,2007,7,6,Sunday,28,0,0,0,0,0,0,0,41.995,-87.933
2,2007-07-15,72.0,52,61.0,0.0,7.0,0.0,29.25,9,6.5,49.346873226376786,2007,7,6,Sunday,28,0,0,0,0,0,0,0,41.786,-87.752
1,2007-07-16,74.0,60,65.0,0.0,9.0,0.39,29.25,24,5.2,61.65313041000271,2007,7,0,Monday,29,1,0,0,0,0,0,1,41.995,-87.933
2,2007-07-16,74.0,60,65.0,0.0,9.0,0.07,29.31,23,6.6,61.65313041000271,2007,7,0,Monday,29,0,0,0,1,0,0,1,41.786,-87.752
1,2007-07-17,76.0,66,69.0,0.0,11.0,0.11,29.18,23,6.5,71.21125776354017,2007,7,1,Tuesday,29,1,0,0,0,1,0,1,41.995,-87.933
2,2007-07-17,76.0,65,69.0,0.0,11.0,0.11,29.24,23,7.4,68.77823527624126,2007,7,1,Tuesday,29,1,0,0,0,0,0,1,41.786,-87.752
1,2007-07-18,77.0,68,71.0,0.0,12.0,1.55,29.11,24,10.1,73.81535668121406,2007,7,2,Wednesday,29,1,0,0,1,1,0,1,41.995,-87.933
2,2007-07-18,77.0,69,71.0,0.0,12.0,0.92,29.18,24,10.6,76.39230303100175,2007,7,2,Wednesday,29,1,0,0,1,1,1,1,41.786,-87.752
1,2007-07-19,73.0,63,66.0,0.0,8.0,0.16,29.21,1,11.9,70.89767730577105,2007,7,3,Thursday,29,1,1,0,0,0,0,0,41.995,-87.933
2,2007-07-19,73.0,62,66.0,0.0,8.0,0.01,29.26,36,14.4,68.44406406992405,2007,7,3,Thursday,29,1,0,0,0,0,1,0,41.786,-87.752
